Wall time,Step,Value
1717079913.688629,18,1511.131103515625
1717080376.772293,24,2416.008544921875
1717081453.622832,40,5200.58837890625
1717081472.962885,42,2988.912109375
1717081549.968437,45,4610.34423828125
1717082441.500507,56,4283.1708984375
1717083433.621418,71,3809.86572265625
1717083654.662318,74,2638.9765625
1717085427.657751,94,2633.744873046875
1717090261.690668,155,2064.1064453125
1717090369.628502,158,1993.38232421875
1717090919.488716,167,1520.120361328125
1717091684.874025,183,888.1492919921875
1717091957.998515,185,1980.702880859375
1717094506.417965,229,2956.27978515625
1717094761.670811,234,2158.25048828125
1717095674.755552,249,1394.389892578125
1717096110.469708,255,1958.591064453125
1717096333.843,260,2136.794677734375
1717096710.070731,267,1103.1343994140625
1717097429.262676,273,729.0657958984375
1717099335.243315,308,1681.71728515625
1717099404.79374,310,733.4485473632812
1717100322.139169,318,608.4459228515625
1717101709.049226,339,882.4877319335938
1717102334.172837,347,955.0250244140625
1717103603.382188,367,3508.80615234375
1717106607.033429,421,699.7102661132812
1717106646.695736,422,1783.8006591796875
1717107622.027545,439,1616.7406005859375
1717107703.949448,442,815.224365234375
1717107751.867399,445,1913.6622314453125
1717108697.587575,460,2056.0234375
1717108844.509512,463,1159.962646484375
1717108876.619204,464,846.2504272460938
1717109240.330612,474,1233.902099609375
1717110216.558867,493,858.013427734375
1717111570.978155,514,1393.91943359375
1717112250.246453,531,1030.4620361328125
1717112386.120686,536,1884.032958984375
1717113554.008227,563,4341.12060546875
1717113822.269915,573,4448.8955078125
1717114048.528961,579,1974.6728515625
1717114442.486645,586,1152.875244140625
1717114473.451649,587,1695.40478515625
1717115749.053111,620,3218.510498046875
1717115805.397431,622,4991.07763671875
1717116251.593428,634,1705.047607421875
1717116734.431871,641,2244.16796875
1717116744.230727,642,426.9468078613281
1717116874.02158,644,3188.70556640625
1717117036.295802,647,717.0289306640625
1717117145.667532,649,1740.67919921875
1717117697.83159,661,3343.02001953125
1717117959.222793,671,2092.88916015625
1717119759.783005,714,613.4797973632812
1717119972.366715,722,1420.55126953125
1717120261.280332,730,3281.14306640625
1717120592.768564,739,1115.4349365234375
1717121181.916885,752,1278.2392578125
1717121368.300343,756,1686.74609375
1717121682.97365,765,1401.6868896484375
1717121795.106618,769,2282.8076171875
1717121941.570103,771,1322.71533203125
1717122015.549188,773,2833.10693359375
1717122253.679888,780,2688.892822265625
1717122522.035855,785,3418.187255859375
1717122646.704645,787,880.9708251953125
1717122783.406752,792,970.1991577148438
1717122828.769677,794,604.6119384765625
1717122931.557614,798,1547.08642578125
1717123081.136622,802,1446.116943359375
1717123314.872406,808,1456.771728515625
1717123401.611721,809,2478.5888671875
1717124078.213379,832,1896.402099609375
1717124217.408594,836,1214.3924560546875
1717125334.372686,869,2762.81005859375
1717125649.061819,876,981.4325561523438
1717125886.500703,882,2492.67333984375
1717126457.180942,896,1658.349609375
