Wall time,Step,Value
1715614629.1942282,200,38071.8203125
1715615168.873269,400,29624.232421875
1715615988.7241285,600,12701.7607421875
1715616802.6930625,800,61033.8359375
1715617681.6663287,1000,36983.609375
1715618541.7130077,1200,78002.515625
1715619155.797982,1400,51846.3125
1715620099.269468,1600,83552.96875
1715620836.8507528,1800,67694.8359375
1715621691.9787252,2000,26254.12109375
1715622705.5466847,2200,64065.2265625
1715623755.1376512,2400,24404.814453125
1715624499.4124632,2600,35837.9765625
1715625294.6385021,2800,34047.16796875
1715626122.1924224,3000,18089.34765625
1715627183.9211507,3200,38642.11328125
1715627937.7099717,3400,31876.529296875
1715629013.9653358,3600,40027.20703125
1715629916.9218276,3800,23622.2109375
1715630677.507795,4000,70292.5078125
1715631507.0957222,4200,31454.548828125
1715632519.6964798,4400,41935.8359375
1715633455.8311572,4600,25130.23046875
1715634215.2322214,4800,69913.21875
1715635215.9516907,5000,51742.03125
1715636163.404726,5200,45121.86328125
1715637259.515674,5400,16810.30078125
1715638317.69715,5600,27305.49609375
1715639186.9482102,5800,22600.88671875
1715640048.6296794,6000,15199.27734375
1715640955.703996,6200,28640.3359375
1715641734.9520416,6400,16408.412109375
1715642703.5187566,6600,21200.125
1715643732.978628,6800,28959.7890625
1715644553.7076674,7000,131906.1875
1715645529.922222,7200,5906.4853515625
1715646288.3067403,7400,40422.171875
1715647044.781315,7600,10614.2724609375
1715647893.3468575,7800,85930.5078125
1715648542.4334412,8000,14608.423828125
1715649485.060748,8200,8352.677734375
1715650429.3753846,8400,75043.390625
1715651497.771436,8600,64290.05859375
1715652356.6422465,8800,10759.3505859375
1715653225.540686,9000,15611.55859375
1715653926.4224014,9200,6483.5654296875
1715654846.6565716,9400,58139.4609375
1715655604.845998,9600,12191.21875
1715656616.0652304,9800,15220.5595703125
1715657432.0698614,10000,10073.1396484375
1715658428.3268323,10200,8976.404296875
1715659173.7985573,10400,6443.26171875
1715660287.3399324,10600,16489.3671875
1715661073.3885078,10800,5403.3896484375
1715661818.541531,11000,65076.89453125
1715662581.042085,11200,11556.3203125
1715663462.9072537,11400,19741.91796875
1715664220.2259116,11600,198785.5
1715665042.6383376,11800,17152.337890625
1715665821.026222,12000,13405.75
1715666800.4774094,12200,8856.0126953125
1715667645.2377326,12400,8888.076171875
1715668444.6042802,12600,8711.419921875
1715669245.0853558,12800,14582.6796875
1715670092.3323371,13000,6721.576171875
1715670829.3255954,13200,7622.1611328125
1715671937.846115,13400,6726.56884765625
1715672889.576592,13600,9084.8359375
1715673549.0497444,13800,8483.822265625
1715674468.6995301,14000,54683.4296875
1715675375.9472973,14200,12659.6669921875
1715676238.154847,14400,6044.26123046875
1715677286.8076258,14600,15412.845703125
1715678046.740729,14800,9271.203125
1715679115.6314037,15000,8325.388671875
1715679877.8097117,15200,4791.8447265625
1715680396.0398552,15400,6999.34033203125
1715681350.6934216,15600,11187.025390625
1715682211.2136042,15800,9000.71484375
1715683055.0453525,16000,5906.63427734375
1715683989.341449,16200,7585.2880859375
1715684792.183642,16400,8103.3994140625
1715685629.9071586,16600,4754.7265625
1715686288.3621163,16800,11227.640625
1715687045.8145535,17000,4284.19873046875
1715688134.7760658,17200,10828.27734375
1715688923.8187263,17400,5623.4765625
1715689583.2546039,17600,9682.2578125
1715690330.2028356,17800,24283.408203125
1715691084.7357256,18000,4343.11279296875
1715691810.272431,18200,4057.84765625
1715692490.360174,18400,5801.3701171875
1715693294.8549683,18600,3558.821533203125
1715694081.7446892,18800,21433.93359375
1715694878.6420348,19000,3631.1376953125
1715695631.5335531,19200,8286.7265625
1715696609.7201242,19400,4652.712890625
1715697495.6567893,19600,8329.1142578125
1715698363.6525083,19800,24217.115234375
1715699016.761121,20000,13825.615234375
1715699813.8842342,20200,3992.413330078125
1715700673.9277885,20400,4930.5654296875
1715701788.4022112,20600,8490.876953125
1715702782.5601869,20800,4769.4619140625
1715703981.7611535,21000,11731.0859375
1715704804.1439323,21200,12464.0400390625
1715705629.5799818,21400,3456.11962890625
1715706310.1499553,21600,11793.6123046875
1715707078.9551528,21800,13420.6630859375
1715707816.802221,22000,6414.5947265625
1715708727.9520483,22200,16039.5927734375
1715709542.201004,22400,8807.083984375
1715710497.0198166,22600,10646.02734375
1715711228.2831547,22800,17876.298828125
1715712144.0647194,23000,8893.603515625
1715713127.836366,23200,4978.23388671875
1715714047.0220015,23400,5430.6123046875
1715714843.9766457,23600,6582.44140625
1715715778.8813732,23800,7468.7255859375
1715716430.353631,24000,7527.13671875
1715717324.7809782,24200,13905.201171875
1715718251.0998294,24400,111232.640625
1715719156.7211125,24600,5208.1025390625
1715720035.5587037,24800,9095.732421875
1715720970.6243525,25000,6432.9638671875
1715721659.3110418,25200,14033.857421875
1715722549.2634823,25400,9455.005859375
1715723397.5401294,25600,32920.3125
1715724272.4325118,25800,41313.86328125
1715725270.697724,26000,5745.7421875
1715726025.4334297,26200,5182.0927734375
1715726769.685987,26400,2502.0390625
1715727626.3286524,26600,11899.5927734375
1715728419.7096505,26800,7030.91015625
1715729410.9595356,27000,4682.2392578125
