Wall time,Step,Value
1713058208.1844168,52800,3193.36328125
1713059401.986328,53000,5162.962890625
1713060556.3618205,53200,4173.900390625
1713061737.0313876,53400,2496.610107421875
1713062918.3351305,53600,3122.659912109375
1713064048.965644,53800,5832.673828125
1713065128.5651886,54000,2398.068115234375
1713066257.4474921,54200,4989.41650390625
1713067316.9575768,54400,2209.888427734375
1713068509.9656868,54600,1832.632080078125
1713069697.247406,54800,4117.03662109375
1713070887.217983,55000,4081.99951171875
1713072022.833785,55200,4181.7998046875
1713073112.5493624,55400,3178.70458984375
1713074209.8793466,55600,3796.0625
1713075367.4224794,55800,3888.221435546875
1713076593.2420895,56000,2746.716796875
1713077839.896973,56200,2233.679443359375
1713079016.8666208,56400,2614.4736328125
1713080182.6843505,56600,3520.62744140625
1713081302.1999633,56800,5844.1474609375
1713082404.9031882,57000,6235.97265625
1713083557.3931265,57200,2602.50048828125
1713084715.5513978,57400,3153.790283203125
1713085833.0235798,57600,3758.059814453125
1713086985.3785517,57800,3954.05615234375
1713088192.904053,58000,2919.83935546875
1713089382.734804,58200,6489.9873046875
1713090566.6083522,58400,2573.4560546875
1713091639.9356437,58600,52689.59375
1713092730.057273,58800,9563.3876953125
1713093796.1530938,59000,3284.54736328125
1713094966.6203284,59200,5289.37353515625
1713096154.1968553,59400,1998.1497802734375
1713097340.5204918,59600,4186.77587890625
1713098431.9518769,59800,2904.126953125
1713099550.770568,60000,3127.3681640625
